k1,k2,E_Ts_x1,E_Tr_x1,E_OS_x1,E_Osc_x1,E_Ts_x2,E_Tr_x2,E_OS_x2,E_Osc_x2,E_Up,E_Ui,J,ProbabilityWeight-k1,ProbabilityWeight,ProbabilityWeight-k2,PointProbability,prefix
0.5009,1.10045,5.98869434717,1.67333666833,0.397963853533,1.81,6.32426213107,1.11205602801,0.762405249902,2.13,1.8590119865,2.65341510094,8.49665181413,0.04999,0.00249825025,0.049975,0.1,54
0.5009,1.2004,5.32716358179,1.72646323162,0.349672566307,1.57,5.38909454727,1.10285142571,0.656594271839,1.68,1.95255725959,2.52239340299,8.0628738837,0.04999,0.00249825025,0.049975,0.1,55
0.5009,1.30035,4.72156078039,1.78169084542,0.296559577691,1.22,5.22111055528,1.16068034017,0.62231873791,1.63,2.11127835151,2.53409191508,8.06364527705,0.04999,0.00249825025,0.049975,0.1,56
0.5009,1.4003,4.59979989995,1.76268134067,0.28336501127,1.17,4.91825912956,1.27683841921,0.598990857183,1.46,2.26196459521,2.64694662683,8.24859294065,0.04999,0.00249825025,0.049975,0.1,57
0.5009,1.50025,4.37548774387,1.84042021011,0.222692477862,1.06,4.65312656328,1.33006503252,0.528252494992,1.33,2.30664475347,2.52209227659,8.06287070275,0.04999,0.00249825025,0.049975,0.1,58
0.5009,1.6002,4.04702351176,1.87793896948,0.199472229973,0.93,4.31375687844,1.08554277139,0.508415095429,1.27,2.38644585358,2.47520996244,7.8678417416,0.04999,0.00249825025,0.049975,0.1,59
0.5009,1.70015,3.9915957979,2.30595297649,0.159225330583,0.84,3.82511255628,1.28094047024,0.548308511616,0.99,2.71854451565,2.62287716458,8.41804719129,0.04999,0.00249825025,0.049975,0.1,60
0.5009,1.8001,3.45872936468,2.11925962981,0.135221030455,0.61,3.51815907954,1.27943971986,0.439275845189,0.78,2.64993971124,2.4524279087,7.88119238783,0.04999,0.00249825025,0.049975,0.1,61
0.5009,1.90005,3.09204602301,2.27813906953,0.118376178194,0.35,3.51015507754,1.43671835918,0.394599993401,0.71,2.81079921204,2.57431647833,8.1536242245,0.04999,0.00249825025,0.049975,0.1,62
0.5009,2.0,3.26043021511,2.46393196598,0.0967899101883,0.31,3.65952976488,1.25292646323,0.433022961034,0.79,3.30434458804,2.8319562754,8.9763142716,0.04999,0.001249125125,0.0249875,0.1,63
