trajID,iteration,accepted,k1,k2,E_Ts_x1,E_Tr_x1,E_OS_x1,E_Osc_x1,E_Ts_x2,E_Tr_x2,E_OS_x2,E_Osc_x2,E_Up,E_Ui,J,solutionDeviation,rejectReason,modelRuns,radiusFromBest,radiusFromLast,solutionValue,acquisition
0,0,first,1.45441714545,0.138304885788,19.9865786579,0.945294529453,1.34207131475,9.96,19.998079808,1.0196019602,2.09267612961,9.96,2.11388575392,15.4315290703,14.6999304041,0.000325872988502,None,1,,,5.71961522613,
0,0,rejected,2.18590526823,0.433044457816,14.100590059,0.945154515452,0.918069153306,7.77,16.7084108411,0.953435343534,1.69727840125,9.3,2.71441820059,8.72424185968,12.3484196646,0.000325872988502,Not Recommended,2,,,5.71961522613,
0,0,rejected,4.45287702639,1.01866689329,5.83736373637,0.713591359136,0.645425002439,4.04,7.43106310631,0.721152115212,1.67085726634,5.23,5.21922026146,7.48019721154,10.3913206662,0.000325872988502,Not Recommended,3,,,5.71961522613,
0,0,accepted,0.986269001147,1.73095634462,3.6297829783,1.53767376738,0.222014083922,1.0,4.03934393439,1.10285028503,0.505792832572,1.33,2.69338000174,2.51052640069,5.71961520683,0.000325872988502,,4,,,5.71961522613,
0,0,rejected,3.6848306718,1.55405349609,3.63254325433,0.917891789179,0.365040127491,2.05,4.60482048205,0.746374637464,0.979952361715,2.77,4.03149760664,4.00775694005,7.34151887654,0.000325872988502,Not Recommended,5,,,5.71961522613,
0,1,rejected,1.45441714545,0.138304885788,19.9865786579,0.945294529453,1.34207131475,9.96,19.998079808,1.0196019602,2.09267612961,9.96,2.11388575392,15.4315290703,14.6999304041,0.000343336988687,Not Recommended,6,0.801811183962,0.836705331545,5.71961523027,0.847885261352
0,2,rejected,1.84953733362,2.0,3.00748074807,1.28196819682,0.20166442715,0.98,3.53413341334,0.93695369537,0.646219372145,1.37,3.51187578009,2.82813890652,6.23539331435,0.000356798725597,Not Recommended,7,0.218873046946,0.93419589653,5.71961529887,0.828672891124
0,3,rejected,0.0,2.0,4.96081608161,4.28474847485,0.0649022278821,0.2,4.67444744474,1.67572757276,0.316445824875,0.71,2.93488218386,3.21460646093,7.33555789761,0.000346985277155,Not Recommended,8,0.238757583818,0.369907466723,5.71961534053,0.428836412782
0,4,rejected,1.77745806362,1.58244660875,3.87090709071,1.13909390939,0.328137668377,1.59,4.500350035,1.00344034403,0.730593760072,1.95,2.93965062513,2.99729637986,6.16480032215,0.000346999122345,Not Recommended,9,0.174794138103,0.412264472583,5.71961547898,0.309559468336
0,5,rejected,5.0,2.0,2.90947094709,0.792399239924,0.321377249767,1.78,3.67102710271,0.560136013601,1.14270665768,2.45,5.91767040756,4.45749707764,8.82177040204,0.000329709934939,Not Recommended,10,0.813939545281,0.677479719185,5.71961546769,0.156838042275
0,6,rejected,0.355607368855,1.45513893657,4.54261426143,1.9800180018,0.222844546538,0.99,4.81706170617,1.24494449445,0.530358373714,1.32,2.30889490458,2.61885764656,5.88369639926,0.000330006792725,Not Recommended,11,0.186890808825,0.968005016051,5.71961543627,0.0889916318791
0,7,accepted,0.833089105582,1.58940966454,3.80942094209,1.62220222022,0.214984004057,0.99,4.31467146715,0.964756475648,0.612236139294,1.46,2.4611849477,2.45103003932,5.58869257307,0.000330188277039,,12,0,0.116733497566,5.58869327916,0.0833943183387
0,8,rejected,3.08859941989,2.0,2.97821782178,1.05066506651,0.261200080155,1.34,3.68318831883,0.744414441444,0.906129329347,1.92,4.52511844178,3.4970133397,7.348062423,0.000319487258806,Not Recommended,13,0.495619992544,0.495619992544,5.58869328538,0.0147743741858
0,9,rejected,0.923971072346,1.47228491648,4.12929292929,1.64468446845,0.26108766467,1.15,4.65070507051,0.9500350035,0.696643677409,1.61,2.63090282906,2.71581110123,5.97513055762,0.000315534086991,Not Recommended,14,0.0613182919474,0.506996486834,5.5886941158,0.0235298301278
0,10,rejected,0.57097766759,1.62225480981,4.01576157616,1.74853485349,0.203923191249,0.96,4.30625062506,1.14939493949,0.501008378018,1.27,2.41208895432,2.47973841964,5.63821318804,0.00031289849261,Not Recommended,15,0.0549344803287,0.102989882893,5.58869541825,0.074601094358
0,11,rejected,5.0,0.0,19.998259826,0.658605860586,1.28579178602,15.56,20.0,0.540574057406,3.14955070431,15.62,6.42899379643,81.7423720656,26.5099067686,0.000535256167435,Not Recommended,16,1.15155617601,1.20107336155,5.58870325632,0.015984214382
0,12,rejected,0.0,1.55998429623,4.01322132213,2.9199119912,0.142527071757,0.33,4.4596859686,1.23856385639,0.467631488952,0.84,2.55268999999,2.99701471894,6.17567118607,0.000524852041144,Not Recommended,17,0.167266139396,1.26822227986,5.58870301016,0.0228217937945
0,13,rejected,0.0,0.827369192499,8.15949594959,1.88386838684,0.57454131486,2.1,8.09536953695,1.2699069907,0.745877951622,2.25,1.39838547034,2.64011903498,6.62934913156,0.000513528458188,Not Recommended,18,0.415858050989,0.366307551867,5.58870238289,0.0167536367159
0,14,rejected,2.80522799582,1.23820359889,4.93897389739,1.01426142614,0.490230190415,2.63,5.96877687769,0.698389838984,1.26858620976,3.39,3.8787341416,4.58783993163,7.99273306795,0.000500423922464,Not Recommended,19,0.431751893144,0.597468318583,5.58870227326,0.00883008020145
0,15,rejected,0.792347934797,1.62024962227,3.91617161716,1.6095009501,0.230492222289,1.03,4.35511551155,1.14927492749,0.546951937604,1.4,2.4885463996,2.52339094104,5.69601899554,0.000493125220501,Not Recommended,20,0.0174404549261,0.44559761736,5.58870438141,0.0210190656289
