k,E_Ts_x1,E_OS_x1,E_Osc_x1,E_Ts_x2,E_OS_x2,E_Osc_x2,PointProbability,ProbabilityWeight-k,ProbabilityWeight,prefix
0.001,11.0464646465,0.558865821031,1.39,11.6484848485,3.04282738334,2.23,1e-06,0.0025000009975,0.0025000009975,1
