trajID,iteration,accepted,k1,k2,E_Ts_x1,E_Tr_x1,E_OS_x1,E_Osc_x1,E_Ts_x2,E_Tr_x2,E_OS_x2,E_Osc_x2,E_Up,E_Ui,J,solutionDeviation,rejectReason,modelRuns,radiusFromBest,radiusFromLast,solutionValue,acquisition
0,0,first,0.318674668278,0.606111390098,10.7113311331,1.57689768977,0.796480604676,3.58,11.1797179718,1.29794979498,0.970781200138,3.81,1.05691446426,2.58647000246,7.66233077007,0.044664300129,None,1,,,7.13503387492,
0,0,rejected,4.70991802837,1.58881316427,3.76849684968,0.789598959896,0.442350296091,2.45,4.80144014401,0.582898289829,1.3878725425,3.31,5.80658242193,5.36122278863,9.4148238155,0.044664300129,Not Recommended,2,,,7.13503387492,
0,0,rejected,2.40017622253,0.816481389668,7.36843684368,0.912651265127,0.691863730804,4.01,8.81852185219,0.778297829783,1.3857795784,4.92,2.97199816357,5.48802633384,8.52817613866,0.044664300129,Not Recommended,3,,,7.13503387492,
0,0,rejected,1.72228984249,0.139205510109,19.9399539954,0.885788578858,1.26760666553,10.43,19.996259626,1.1201920192,2.10275388382,10.5,2.37396232384,17.1225038618,15.194705771,0.044664300129,Not Recommended,4,,,7.13503387492,
0,0,accepted,3.11129965217,1.87169976511,3.1700170017,0.974097409741,0.294600630576,1.56,3.96079607961,0.842224222422,0.83717035872,2.12,4.18747131204,3.49650685194,7.13474482795,0.044664300129,,5,,,7.13503387492,
0,1,rejected,0.318674668278,0.606111390098,10.7113311331,1.57689768977,0.796480604676,3.58,11.1797179718,1.29794979498,0.970781200138,3.81,1.05691446426,2.58647000246,7.66233077007,0.0123050589978,Not Recommended,6,0.844025269625,0.844025269625,7.13476367558,-0.268635250887
0,2,rejected,4.8561316686,0.208732776344,19.7605360536,0.690169016902,1.16307950368,14.99,19.9887588759,0.65296529653,2.82811769227,15.44,6.1839612757,34.6559140848,21.3856916376,0.0221285288072,Not Recommended,7,0.90174406128,0.928987665074,7.13471349918,-1.89980111251
0,3,accepted,0.0,1.83798961794,4.23068306831,3.02090209021,0.119545602519,0.35,4.20664066407,1.51571157116,0.277491511401,0.68,2.85805813557,2.87484379749,6.52370186329,0.0217317527897,,8,0,1.26763561613,6.52369209944,4.68719165961
0,4,accepted,1.0885969794,1.35598453249,4.72071207121,1.38053805381,0.348105598521,1.65,5.16923692369,1.08202820282,0.734725211576,1.94,2.43479931019,2.88511076544,6.06901715326,0.0213892907522,,9,0,0.324782944351,6.06886710564,-1.82438960075
0,5,accepted,0.0,1.19029400408,5.57623762376,2.22400240024,0.284117897994,1.1,5.64870487049,1.41848184818,0.496338646762,1.38,1.86547255724,2.6220880846,5.97271464765,0.0209818267266,,10,0,0.232948649157,5.97263195311,-3.49300224688
0,6,rejected,2.56503858592,1.41682125001,4.15785578558,0.984178417842,0.433093401189,2.03,5.1404940494,0.7899589959,1.05061106293,2.71,3.6669002665,3.97510737338,7.2510016094,0.0202238773431,Not Recommended,11,0.525362318955,0.525362318955,5.9726091984,-5.11648329404
0,7,rejected,1.39295754969,2.0,3.17947794779,1.47550755076,0.166903140945,0.91,3.59535953595,0.9699569957,0.566099379397,1.28,3.51638340963,2.74758242433,6.31297616617,0.0197206876077,Not Recommended,12,0.4914460086,0.374132759632,5.97262537059,-4.83770684815
0,8,rejected,0.718080891433,1.06628127341,5.90533053305,1.50697069707,0.441363646867,1.93,6.55197519752,1.03502350235,0.862627419452,2.39,1.95935278061,2.79886174003,6.23633695942,0.0192509379239,Not Recommended,13,0.156430163355,0.485979428833,5.97287138194,-5.55495128957
0,9,accepted,0.462600096838,1.4945402981,4.50315031503,1.90145014501,0.226893349484,1.08,4.68552855286,1.23446344634,0.511578010376,1.38,2.28435930736,2.4819428968,5.78944251027,0.0188663863526,,14,0,0.220141467047,5.79060844884,-5.71962325966
0,10,rejected,0.780220136062,1.66124251412,3.88512851285,1.7399339934,0.201243778749,0.97,4.23226322632,1.04510451045,0.579162545832,1.34,2.79344479871,2.64193219423,5.98225642276,0.0184056135725,Not Recommended,15,0.104798410191,0.104798410191,5.7920108667,-5.69604451724
0,11,rejected,0.0,1.45143862855,5.05800580058,2.77243724372,0.18101091941,0.85,4.52061206121,1.15359535954,0.527877814477,0.91,2.57982952743,3.10962462585,6.42779989565,0.237677010848,Not Recommended,16,0.0949968023845,0.188027008772,6.01088904216,-5.6974700295
0,12,accepted,0.664797612288,1.29520820201,4.75593559356,1.44366436644,0.356797555942,1.43,5.1603960396,1.09232923292,0.634893998168,1.7,2.05278439948,2.53897215876,5.62397126107,0.0176458048299,,17,0,0.154208369282,5.62569767179,-5.5708841757
0,13,rejected,0.54984770775,2.0,3.1298129813,2.21118111811,0.138407688965,0.36,3.57527752775,1.2300630063,0.402251651765,0.77,3.40245269047,2.74811476636,6.38745155583,0.0172681805243,Not Recommended,18,0.353145025238,0.353145025238,5.62552875601,-5.13411110679
0,14,accepted,0.454337867403,1.28098391007,4.7500750075,1.76879687969,0.320820433673,1.23,5.1702970297,1.04634463446,0.591808943961,1.6,1.96360845162,2.37779908404,5.56969292428,0.0166814982103,,19,0,0.36001516576,5.57158290523,-5.5254179998
0,15,accepted,0.510226646204,1.31147466299,4.55707570757,1.43456345635,0.343138370141,1.28,5.02376237624,1.39525952595,0.47111851001,1.46,1.95043805911,2.45158309173,5.46937176328,0.0529487814773,,20,0,0.0189040664203,5.53945595648,-5.5427491988
